survey_id,date,flow,weather,turbidity,temperature,start_time,end_time,section_name,units_covered,unit,count,size_class,est_size,substrate,instream_cover,hydrology,water_depth_m,run,tagged,clipped,overhead_cover,location,survey_type,section_type,species,fork_length,bank_distance,unit_type,visibility,section_number
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,NA,267,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,NA,323B,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,NA,328,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,NA,29,4,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,NA,29A,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,NA,32A,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,NA,31A,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,NA,200,9,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,NA,215A,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,NA,215B,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,NA,266,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,NA,267,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,NA,323B,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,NA,328,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,352,1,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,368,1,VI,750,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,355,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,356,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,358,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,362,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,370,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,367,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,359,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,361,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,405,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,406,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,407,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,408,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,409,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,454,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,446,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,448,1,III,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,449,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,451,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,NA,452,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,210,6,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,183,50,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,215A,50,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,176,100,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,189,20,I,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,189,3,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,189,3,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,210,40,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,215,30,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,171,20,I,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,171,20,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,NA,175,10,I,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,124,2,I,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,119,7,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,19,30,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,19,2,III,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,19,5,I,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,25,100,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,25,100,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,25,640,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,119,145,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,23,3000,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,NA,23,750,I,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,NA,33,224,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,NA,33,2,III,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,NA,33,344,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,NA,26,102,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,NA,26,57,III,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,NA,26,2,IV,130,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,NA,31A,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,NA,29A,55,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,NA,29,225,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,NA,32A,4400,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,NA,32,500,III,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,NA,33,63,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,NA,33,14,III,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,NA,33,15,I,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,NA,33,110,II,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,NA,33,1,III,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
